job_title_short;job_via;job_schedule_type;job_work_from_home;job_posted_date;job_no_degree_mention;job_health_insurance;job_country;salary_rate;salary_year_avg;salary_hour_avg;job_skills;job_location;company_name;job_title;search_location
Data Analyst;via Ladders;Full-time;FALSE;11/05/2023 12:59;FALSE;FALSE;United States;year;1150000;0;{word, excel};Bronx, NY;Montefiore Medical Center;Clinical Data Analyst;New York, United States
Data Scientist;via Indeed;Full-time;TRUE;08/05/2023 22:58;FALSE;FALSE;Sudan;year;1000000;0;{python, sql, aws, snowflake, pandas, numpy, plotly, git};Anywhere;HomeAware;Product Data Scientist;Sudan
Data Engineer;via Ladders;Full-time;FALSE;30/05/2023 06:08;FALSE;FALSE;United States;year;1250000;0;{sql, python, java, scala, sql server, dynamodb, snowflake, aws, redshift, ssis, tableau, terraform};Boston, MA;Chewy;Data Engineer II;Illinois, United States
Data Scientist;via Ladders;Full-time;FALSE;05/05/2023 08:23;FALSE;FALSE;United States;year;900000;0;{python, java, scala, rust, sql, pandas, numpy, scikit-learn};Charlotte, NC;Lowe’s;Sr Data Scientist;Illinois, United States
Data Scientist;via ZipRecruiter;Full-time;FALSE;01/05/2023 07:03;FALSE;FALSE;United States;year;1163930;0;{r, python, sql, matlab, power bi, tableau};Baltimore, MD;US Department of the Treasury;Data Scientist;New York, United States
Senior Data Analyst;via Ladders;Full-time;FALSE;26/05/2023 08:00;FALSE;TRUE;United States;year;1250000;0;{sql, snowflake, tableau, github};Marina Del Rey, CA;The Bouqs Company;Senior Data Analyst;California, United States
Data Scientist;via Indeed;Full-time;FALSE;05/05/2023 18:19;FALSE;TRUE;United States;year;753185;0;{python, sql, pandas};Dallas, TX;Event Dynamic;Jr. Data Scientist;Texas, United States
Data Scientist;via Ladders;Full-time;FALSE;30/05/2023 07:02;FALSE;FALSE;United States;year;900000;0;;Santa Clara, CA;Apple;AIML - Data Scientist -Operations Research and Machine Learning;California, United States
Data Engineer;via Dice.com;Full-time;FALSE;15/05/2023 21:22;TRUE;TRUE;United States;hour;0;730;{sql, python, oracle};Seattle, WA;Genesis10;Data Engineer II - Virtual;California, United States
Data Scientist;via Central Illinois Proud Jobs;Full-time;FALSE;09/05/2023 07:10;FALSE;FALSE;United States;year;1000000;0;{r, python, tensorflow, keras, pytorch};United States;Disys India Private Limited;Data Scientist;Texas, United States
Senior Data Engineer;via WJHL Jobs;Full-time;FALSE;05/05/2023 10:20;FALSE;FALSE;United States;year;1800000;0;{java, scala, python, spark};Los Angeles, CA;Jobot;Senior Data Engineer;Georgia
Data Scientist;via Indeed;Full-time;TRUE;03/05/2023 01:06;FALSE;TRUE;United States;year;1198750;0;{python, sql, aws, airflow, tableau, looker};Anywhere;Transfix.io;Data Scientist;Texas, United States
Senior Data Scientist;via Indeed;Full-time;FALSE;25/05/2023 22:41;FALSE;TRUE;United States;year;1350000;0;{python, sql};Chevy Chase, MD;GEICO;Senior Data Scientist (Hybrid);Georgia
Senior Data Engineer;via LinkedIn;Full-time;TRUE;01/05/2023 15:08;FALSE;TRUE;United States;year;1900000;0;{sql, python, java, scala, aws, spark, git};Anywhere;Trepp, Inc.;Senior Data Engineer;California, United States
Business Analyst;via Ai-Jobs.net;Full-time;FALSE;17/05/2023 12:50;FALSE;FALSE;Singapore;year;792000;0;{sql, bigquery, spark, tableau};Singapore;Publicis Groupe;Business Intelligence Analyst;Singapore
Data Engineer;via Indeed;Full-time;TRUE;25/05/2023 23:05;FALSE;TRUE;United States;year;1540000;0;{scala, java, c#, python, shell, azure, aws, databricks, spark, git};Anywhere;GEICO;Azure Data Engineer - All Levels (REMOTE);California, United States
Data Scientist;via Indeed;Full-time;TRUE;03/05/2023 14:58;FALSE;FALSE;Sudan;year;1500000;0;{sql, python};Anywhere;Hanker Systems Inc;Data Scientist;Sudan
Data Analyst;via Indeed;Full-time;FALSE;26/05/2023 14:00;TRUE;TRUE;United States;year;903000;0;{sql, r, redshift, oracle, aws, airflow, tableau, power bi, kubernetes};Westlake Village, CA;Guitar Center;Data Analyst;California, United States
Data Analyst;via Indeed;Full-time;FALSE;17/05/2023 21:01;TRUE;TRUE;United States;year;525000;0;{excel, outlook};Rosemont, IL;Independent Suppliers Group, Inc.;Accounts Receivable Data Analyst;Illinois, United States
Data Scientist;via Upwork;Contractor;TRUE;15/05/2023 17:39;FALSE;FALSE;Sudan;hour;0;375;{sql, python, tableau, power bi};Anywhere;Upwork;Data Scientist / Data Science Engineer - Contract to Hire;Sudan
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;08/05/2023 09:20;TRUE;FALSE;Spain;year;1475000;0;{python, sql, redshift, spark, docker, kubernetes, terraform};Barcelona, Spain;Rover.com;Data Engineer - Data Platform;Spain
Data Scientist;via LinkedIn;Full-time;TRUE;12/05/2023 09:20;FALSE;TRUE;Sudan;year;2050000;0;{sql, python, snowflake, airflow, tableau};Anywhere;SoFi;Staff Data Scientist;Sudan
Data Analyst;via LinkedIn;Full-time;FALSE;05/05/2023 20:17;TRUE;TRUE;United States;year;525000;0;;Austin, TX;Backd Business Funding;Compliance Data Analyst;Texas, United States
Data Engineer;via Indeed;Full-time;TRUE;27/05/2023 09:07;TRUE;TRUE;United States;year;1100000;0;{sql, bash, python, java, javascript, oracle, aws, spring, linux};Anywhere;Mutual of Omaha;Data Engineer (Java/Oracle/SQL);Texas, United States
Data Engineer;via LinkedIn;Full-time;TRUE;05/05/2023 12:50;FALSE;FALSE;Sudan;year;1175000;0;{sql, tableau, ssis};Anywhere;RightPro Staffing;Healthcare Data Engineer;Sudan
Data Engineer;via Ladders;Full-time;FALSE;25/05/2023 08:53;FALSE;TRUE;Sudan;year;1500000;0;{sql, python, c++, c#, scala};Boston, MA;Meta;Data Engineer, Analytics;Sudan
Data Engineer;via LinkedIn;Contractor;FALSE;12/05/2023 19:08;FALSE;TRUE;United States;hour;0;700;{python, sql, go, aws, snowflake, power bi, tableau, looker};Charlotte, NC;Robert Half;Data Engineer (SIS);California, United States
Senior Data Analyst;via Indeed;Full-time;TRUE;11/05/2023 01:00;TRUE;FALSE;United States;year;1710000;0;{sql, r, looker, tableau, zoom};Anywhere;Empassion;Senior Data Analyst;New York, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;26/05/2023 08:12;TRUE;FALSE;India;year;1475000;0;{sql, nosql, mongodb, mongodb, mysql, couchbase, oracle, tableau, power bi, looker, alteryx};India;Srijan Technologies;Technical Lead Data Engineer - Power BI, Tableau;India
Data Engineer;via LinkedIn;Full-time;FALSE;18/05/2023 09:18;FALSE;TRUE;Sudan;year;1235000;0;{sql, spring, tableau};Piscataway, NJ;Colgate-Palmolive;Data Visualization Engineer;Sudan
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;11/05/2023 06:32;FALSE;FALSE;Norway;year;985000;0;{python, sql, go, bigquery, gcp, matplotlib, git};Oslo, Norway;Unacast;Data Analyst;Norway
Data Analyst;via Indeed;Contractor;TRUE;15/05/2023 14:01;FALSE;FALSE;United States;hour;0;300;{sql, macos, excel, tableau};Anywhere;TalentBurst, Inc;Data Analyst;Texas, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;17/05/2023 07:44;FALSE;FALSE;France;year;1335000;0;{sql, python, aws, pandas, numpy, git, jira};Paris, France;Gameloft;Data Engineer;France
Senior Data Scientist;via LinkedIn;Full-time;TRUE;03/05/2023 13:04;FALSE;TRUE;United States;year;1700000;0;{python, sql};Anywhere;Harnham;Senior Data Scientist;Texas, United States
Data Analyst;via ZipRecruiter;Full-time;FALSE;03/05/2023 18:04;FALSE;TRUE;United States;year;1150000;0;;Scottsdale, AZ;XceedSearch;Data Scientist Analyst;California, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;05/05/2023 14:42;FALSE;FALSE;Mexico;year;1475000;0;{python, r, sql, java, mysql, azure, databricks, oracle, pyspark, spark, linux, unify};San Pedro Garza García, Nuevo Leon, Mexico;DigitalOnUs;App Data Engineer;Mexico
Senior Data Analyst;via Dice;Full-time;FALSE;10/05/2023 06:02;FALSE;TRUE;United States;year;1100000;0;{sql, power bi, tableau};Tampa, FL;Jobot;Senior Data Analyst;Florida, United States
Senior Data Engineer;via LinkedIn;Full-time;TRUE;03/05/2023 18:30;FALSE;FALSE;United States;year;1350000;0;{go, sql, python};Anywhere;Harnham;Senior Data Engineer;California, United States
Data Engineer;via LinkedIn;Full-time;FALSE;12/05/2023 17:25;FALSE;FALSE;United States;hour;0;575;{python, sql, bash, nosql, mongodb, mongodb, firestore, bigquery, gcp, fastapi, flask, git, gitlab, docker};United States;High Bridge Consulting LLC;Sr Data Engineer;Texas, United States
Data Scientist;via Ladders;Full-time;FALSE;11/05/2023 08:07;FALSE;FALSE;United States;year;900000;0;{r, python, sql, sas, sas, spss};Atlanta, GA;Deloitte;US-E-GPS-CON-SPS-EW-Bioinformatics Data Scientist-SA;Illinois, United States
Data Scientist;via LinkedIn;Full-time;TRUE;04/05/2023 19:05;FALSE;FALSE;United States;hour;0;285;;Anywhere;Kelly Science, Engineering, Technology & Telecom;Summer Internship (Data Science and Biostatistics Undergrads or Grads);California, United States
Data Engineer;via Ladders;Full-time;FALSE;29/05/2023 07:04;FALSE;TRUE;United States;year;2250000;0;{sql, no-sql, mysql, neo4j, cassandra, aws, azure, spark, airflow, gdpr, jupyter, microstrategy, looker, tableau, gitlab, terraform, docker, jira};Seattle, WA;The Climate Corporation;Staff Data Engineer;California, United States
Data Engineer;via LinkedIn;Full-time;TRUE;09/05/2023 14:15;FALSE;FALSE;United States;year;1225000;0;{sql, sap};Anywhere;Insight Global;SAP Data Engineer;New York, United States
Senior Data Analyst;via Ladders;Full-time;FALSE;08/05/2023 08:39;FALSE;TRUE;United States;year;900000;0;{sql, python, scala, r, excel};Atlanta, GA;Foot Locker;Sr. Data Analyst, CRM Lead;Georgia
Data Engineer;via Ladders;Full-time;FALSE;31/05/2023 09:55;TRUE;TRUE;United States;year;1250000;0;{sql, python, sql server, aws, redshift, spark, airflow, ssis};Dallas, TX;Match.com;Sr. Data Engineer;Georgia
Data Analyst;via Adzuna;Full-time;FALSE;24/05/2023 13:02;FALSE;TRUE;United States;year;900000;0;{sql, python, excel};Miami, FL;Nahant Town Hall;Data Analyst;Florida, United States
Data Engineer;via Indeed;Full-time;FALSE;26/05/2023 23:08;TRUE;FALSE;United States;year;650000;0;{python, sql, mysql, redshift, airflow, spark, django, tableau, git, docker};New York, NY;Open Road Media;Junior Data Engineer;Texas, United States
Data Scientist;via Upwork;Contractor;TRUE;29/05/2023 11:37;FALSE;FALSE;Sudan;hour;0;550;;Anywhere;Upwork;Data Scientist - Contract to Hire;Sudan
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;09/05/2023 02:06;FALSE;TRUE;United States;year;2218750;0;{python, azure, snowflake, spark};United States;84.51°;Director Data Scientist - Commercial Platforms (P2474).;Texas, United States
Data Engineer;via Dice.com;Full-time;FALSE;15/05/2023 19:39;FALSE;FALSE;Sudan;year;1200000;0;{python, snowflake};Austin, TX;Nityo Infotech Corporation;Data Engineer(Snowflake + Python) -Auston, TX (Onsite);Sudan
Data Engineer;via LinkedIn;Full-time;FALSE;27/05/2023 14:09;FALSE;FALSE;United States;year;825000;0;{sql, python, aws, snowflake};Fort Worth, TX;System Soft Technologies;Junior Data Engineer;Florida, United States
Data Engineer;via Indeed;Full-time;FALSE;17/05/2023 17:55;TRUE;TRUE;United States;year;885000;0;{sql, nosql, oracle, redshift, snowflake, bigquery, hadoop, spark, kafka, tableau, power bi};Lombard, IL;School Specialty, LLC;ETL Data Engineer (Mansfield OH, Greenville WI or Lombard IL);Georgia
Data Scientist;via Indeed;Full-time;TRUE;04/05/2023 19:06;FALSE;TRUE;United States;hour;0;250;{python, r, sql, react, flutter, tableau};Anywhere;Redvest App;Data Scientist Intern;Illinois, United States
Senior Data Engineer;via LinkedIn;Full-time;FALSE;16/05/2023 20:41;FALSE;FALSE;United States;year;1575000;0;{sql, python, sql server, oracle, snowflake, azure, ssis, tableau, excel, terraform, docker};Georgia;Bellwether Staffing Solutions;Senior Data Engineer;Georgia
Data Engineer;via LinkedIn;Contractor;FALSE;10/05/2023 22:08;FALSE;FALSE;United States;hour;0;550;{sql, python, powershell, perl, bash, no-sql, mongodb, mongodb, php, mysql, couchdb, cassandra, neo4j, aws, azure, redshift, oracle, spark, react, vue, angular, windows, linux};Pittsburgh, PA;TalentBurst, an Inc 5000 company;Data Engineer;New York, United States
Data Analyst;via ZipRecruiter;Contractor;FALSE;26/05/2023 22:02;TRUE;FALSE;United States;hour;0;700;{sql, azure};St. Louis, MO;Apolis;Data Governance Analyst;Illinois, United States
Senior Data Engineer;via Ladders;Full-time;FALSE;03/05/2023 07:35;TRUE;TRUE;United States;year;2000000;0;{sql, nosql, python, snowflake, aws, airflow, pandas, numpy, flask};Washington, DC;Athletic Greens;Senior Data Engineer;Florida, United States
Senior Data Engineer;via LinkedIn;Full-time;FALSE;29/05/2023 23:38;FALSE;TRUE;Sudan;year;1880000;0;{sql, hadoop, spark, kafka, tableau, looker};Sunnyvale, CA;Walmart Global Tech;Senior Data Engineer;Sudan
Data Engineer;via LinkedIn;Full-time;FALSE;09/05/2023 18:29;FALSE;FALSE;Sudan;year;1350000;0;{python, aws, kafka, airflow, hadoop, spark, power bi};Indianapolis, IN;Paragon IT Professionals;Data Engineer Manager;Sudan
Data Scientist;via Ladders;Full-time;FALSE;12/05/2023 10:06;FALSE;TRUE;United States;year;1250000;0;;Atlanta, GA;Colonial Pipeline;Manager, Data Science and Advanced Analytics;Florida, United States
Data Analyst;via Indeed;Full-time;FALSE;16/05/2023 09:00;FALSE;FALSE;United States;hour;0;258500;{excel, word};Upland, CA;San Antonio Regional Hospital;Data Analyst;California, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;03/05/2023 14:06;FALSE;FALSE;United States;year;1575000;0;{python, java, sql, r, go, julia, git};Vienna, VA;NT Concepts;Data Scientist;Georgia
Data Engineer;via LinkedIn;Full-time;FALSE;10/05/2023 16:11;FALSE;FALSE;United States;hour;0;510;{windows};Gaines, MI;EPITEC;Data Engineer;California, United States
Data Scientist;via JobServe;Full-time;FALSE;24/05/2023 22:04;FALSE;FALSE;United States;year;1237500;0;{python, r, php, sql, nosql, pandas, numpy, github, git};Omaha, NE;Leidos;Intelligence Data Science & Analytics SME;Illinois, United States
Senior Data Analyst;via Ai-Jobs.net;Full-time;FALSE;13/05/2023 10:17;TRUE;FALSE;Colombia;year;1111750;0;{sql};Bogotá, Bogota, Colombia;Publicis Groupe;Senior Data Analyst;Colombia
Data Engineer;via Ladders;Full-time;FALSE;16/05/2023 10:05;FALSE;TRUE;United States;year;1500000;0;{aws, snowflake, aurora};St Paul, MN;The Travelers Companies, Inc;Data Engineer I;New York, United States
Data Engineer;via ZipRecruiter;Full-time;TRUE;01/05/2023 07:08;FALSE;TRUE;United States;year;1150000;0;{sql, c#, sql server, azure, flow};Anywhere;Patterned Learning AI;Junior Data Engineer;New York, United States
Machine Learning Engineer;via Ladders;Full-time;FALSE;02/05/2023 06:22;FALSE;FALSE;Canada;year;1250000;0;{python, sql, shell, aws, pyspark, airflow, docker, kubernetes, github};Alberta, Canada;Bank of Montreal;Lead Machine Learning Engineer;Canada
Senior Data Engineer;via Indeed;Full-time;TRUE;03/05/2023 22:31;TRUE;TRUE;United States;year;1350000;0;{python, sql, aws};Anywhere;CyberCoders;Senior Data Engineer;Illinois, United States
Data Analyst;via Indeed;Full-time;FALSE;09/05/2023 12:59;FALSE;FALSE;United States;hour;0;225;{sql, excel, tableau, power bi};Long Island City, NY;JK.com;Data Analyst;New York, United States
Data Scientist;via Upwork;Contractor;TRUE;27/05/2023 18:04;FALSE;FALSE;United States;hour;0;625;{python, r, java, c++, tensorflow, pytorch};Anywhere;Upwork;Data Scientist (Cryptography Focus) - Contract to Hire;Texas, United States
Data Engineer;via Fredericksburg, VA - Geebo;Full-time;FALSE;16/05/2023 23:54;FALSE;TRUE;Sudan;hour;0;240;{java, scala, python, nosql, sql, mongo, shell, mysql, cassandra, redshift, snowflake, aws, azure, hadoop, kafka, spark};Fredericksburg, VA;Capital one;Lead Data Engineer (Remote);Sudan
Data Analyst;via Robert Half;Full-time;FALSE;24/05/2023 22:00;FALSE;FALSE;United States;year;925000;0;{outlook, spreadsheet, jenkins};Princeton, NJ;Robert Half;Financial Data Analyst;New York, United States
Senior Data Scientist;via Built In;Full-time;FALSE;06/05/2023 07:02;FALSE;TRUE;United States;year;1435000;0;{python, spark, tensorflow};Dublin, OH;Cardinal Health;Sr. Data Scientist (Columbus, OH);New York, United States
Machine Learning Engineer;via Indeed;Full-time;FALSE;11/05/2023 15:06;FALSE;FALSE;United States;year;1450000;0;{python, aws, pyspark, hadoop};Los Angeles, CA;Harnham;Senior Machine Learning Engineer;California, United States
Senior Data Scientist;via Ladders;Full-time;FALSE;15/05/2023 08:20;FALSE;TRUE;United States;year;1250000;0;{sql, python, r, dynamodb, aws, redshift, airflow};Canada, KY;Overbond;Senior Data Scientist;Illinois, United States
Data Engineer;via Robert Half;Contractor;TRUE;05/05/2023 18:20;FALSE;FALSE;United States;hour;0;660;{python, sql, java, aws, snowflake, hadoop, spark, kafka};Anywhere;Robert Half;Data Engineer (ETL);Georgia
Data Analyst;via ZipRecruiter;Contractor;FALSE;15/05/2023 18:01;FALSE;FALSE;United States;hour;0;225;;Indianapolis, IN;Zolon Tech;Data Analyst Intern;Illinois, United States
Data Engineer;via LinkedIn;Contractor;TRUE;08/05/2023 14:14;FALSE;FALSE;United States;hour;0;725;{sql, mongodb, mongodb, mysql, linux, qlik, jenkins, atlassian, bitbucket, git, jira, confluence, slack, microsoft teams};Anywhere;Gridiron IT;ETL Data Engineer;Florida, United States
Data Scientist;via LinkedIn;Full-time;FALSE;12/05/2023 19:32;FALSE;TRUE;United States;year;999000;0;{c, python, sql, java, c++, linux, spreadsheet, git};Washington, PA;Noblis;Data Scientist;Georgia
Data Engineer;via LinkedIn;Full-time;FALSE;08/05/2023 19:12;FALSE;FALSE;United States;hour;0;675;{go, python, aws};Centennial, CO;The Judge Group;Data Engineer (GIS experience required, W2 only);Illinois, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;24/05/2023 18:49;FALSE;FALSE;Colombia;year;1095000;0;{firebase, firebase, spark, excel, power bi, tableau};Bogotá, Bogota, Colombia;Publicis Groupe;Digital Data Specialist;Colombia
Data Scientist;via Indeed;Full-time;FALSE;09/05/2023 20:08;FALSE;FALSE;United States;hour;0;775;{r, python, sql, c, c++, java, javascript, mysql, redshift, digitalocean, spark, hadoop};California;Artech LLC;Data Scientist;California, United States
Senior Data Analyst;via LinkedIn;Full-time;FALSE;08/05/2023 22:01;FALSE;TRUE;United States;year;1290000;0;{sql, snowflake, tableau, excel};El Segundo, CA;Savage X Fenty;Senior Data Analyst;California, United States
Data Scientist;via Indeed;Full-time;FALSE;08/05/2023 16:58;FALSE;TRUE;Sudan;year;1675000;0;{sql, python, r, scala, c, sql server, azure, databricks, spark, jupyter, jira};Omaha, NE;Medical Solutions, LLC;Sr. Data Scientist;Sudan
